Course ID,Course Title,Categories,Description,提供元
5024844,Microsoft Azure 入門,テクノロジー,Microsoft Azureはクラウドサービスで、幅広い便利な機能を備えています。このコースではAzureの機能を初めて使う人向けに、Web AppsやAzure CDN、Azure Cosmos DBなどの機能を解説し、有効に活用する方法を学びます。,Linked_in
5021335,Excel 基本講座：基本操作（Office 365/Microsoft 365）,ビジネス,このコースでは、Microsoft 365で提供されるExcelの基礎操作、要素の役割やデータの入力、検索・置換などについて解説します。Excelの機能について知らない人も多いため、基本操作をマスターし、作業時間を短縮し、生産性を高めることができます。,Linked_in
5007292,macOS Mojave 基本講座,テクノロジー,"macOS Mojave is Apple's operating system for Macs that was released in September 2018, with the ability to easily integrate with iPhones, iPads and Apple Watches. This course is designed to teach beginners the basic functions and operations of a Mac, including obtaining an Apple ID, using Siri, Safari, iTunes, Photos and iCloud, as well as how to integrate with iPhones and iPads. This course is perfect for those looking to improve their daily use of a Mac.",Linked_in
528328,Word 2016 基本講座,ビジネス,Microsoft Wordは高機能なワープロソフトで、様々な機能を使いこなすことで文書作成をより効率的に行えます。このコースでは、Word2016の基本から、入力・編集、書式設定、ページレイアウト、図形・罫線機能、文書の共有など、様々な機能やテクニックを紹介します。Wordをより活用するためにはぜひ学んでみてください。,Linked_in
4406673,障害のある従業員をサポートする,ビジネス,障害のある従業員のスキルを活用するための具体的な戦略を紹介するコース。思いやりのあるコミュニケーションや適切な支援方法、望ましい成果を重視することで役職に最適な従業員を選ぶ方法も学べる。障壁の少ない職場作りに役立つ。,Linked_in
4563075,ChatGPT APIで作るAIツール,テクノロジー,ChatGPT APIを使って自身の業務や会社に特化した生成AIツールを作成しましょう。このコースではAPIの意味や開発環境の構築、開発したツールのファインチューニングなど、生成AIツールの作成手順を順を追って説明します。最適化された生成AIツールを作れば、業務の効率化が可能になります。,Linked_in
3051709,Windows 11：アクセシビリティの設定,"クリエイティブ, テクノロジー, ビジネス",Windowsのアクセシビリティ機能を使えば、画面表示を見やすくしたり、操作性を高めることができる。このコースでは、テキストやカーソルのサイズ変更方法、マウスポインターの目立たせ方、コントラストテーマの設定方法、音声入力、ダークモードの設定、拡大鏡やナレーターの使い方など、Windows 11の様々なアクセシビリティ機能を紹介する。,Linked_in
3158166,聞き上手になるには,ビジネス,話を聞く力は重要なコミュニケーションスキルであり、学習が可能です。このコースでは、聞き上手になるためのテクニック、基本原則、考え方や習慣、実践手法、話を聞けていない兆候、相手に話を聞いていると感じさせるコツ、煩わしい人の話を聞く方法などを解説します。相手の話に割り込まず、有意義な人間関係を築くポイントも紹介されます。,Linked_in
4480807,職場でニューロダイバーシティの雇用を支援する,ビジネス,ニューロダイバーシティとは、学び方の違いを指す総称であり、自閉症、ディスレクシア、ADHDを含みます。このコースでは、ニューロダイバージェントが直面する課題と、ニューロダイバーシティの雇用を支援する戦略について説明し、多様な人材を活かすことで組織の生産性や競争力が向上することも示す。,Linked_in
3158167,スマートに断るには,ビジネス,仕事をすべて引き受けると生産性や質が下がるため、重要なことを見極めて時には断ることが必要。このコースでは、断るべき状況の見極め方や相手に敬意を示しながらスマートに断る方法、悪影響を残さない最善の断り方や効果的な対処法などを説明する。また、言い回しやボディーランゲージの活用法も紹介する。,Linked_in
561368,Photoshop Elements 15 基本講座,クリエイティブ,Adobe Photoshop Elementsは写真の整理と画像編集が手軽にできるソフトウェアで、このコースではElements Organizerを使って写真の管理方法やタグ付け機能、Elements Editorでのカラーや明るさ調整、Camera RAWを使った現像方法、人物の顔を笑顔にしたり絵画風のアレンジ方法などを学びます。写真を効率的に整理し、本格的な画像編集やレタッチの技術を学びましょう。,Linked_in
4381295,NFTとは,テクノロジー,今注目されているNFTについて、その意味や基本的な仕組み、ビジネスでの活用例や課題、将来性などについて、具体例を交えて解説するコース。,Linked_in
4465676,営業職のためのオンライン営業,ビジネス,90%の営業活動がビデオ会議に移行し、50%の営業リーダーが今後もオンライン営業を行うと考えている。このコースではオンライン営業の重要性や生産性の高め方、信頼関係の構築や顧客エンゲージメントを高めるための手法、適切なコミュニケーションスキルのヒントなどを学べる。営業で次につなげることの重要性や学びを実践する大切さも強調される。,Linked_in
2831001,macOS Catalinaの便利ワザ,テクノロジー,Macの初心者向けに、macOS CatalinaをベースにMacが便利に使える設定やテクニックを紹介するコースがあります。ファイル操作やPDFの活用方法、Sidecarの高速化やアプリ管理のコツなど、すぐに役立つ便利技を解説しています。自分好みにカスタマイズすることで、Macがより使いやすくなるでしょう。,Linked_in
2382088,Photoshop 2021の新機能,クリエイティブ,Adobe Photoshopが最新アップデートで進化。ニューラルフィルターや選択・マスクの改良、クラウドドキュメントの強化などが実装された。詳細を解説するコース。,Linked_in
5007294,Windows 10からmacOS Mojaveへ移行しよう,テクノロジー,WindowsからMacにスムーズに移行するための手順を初心者でも操作しやすく解説するコース。OSでの用語の違い、キー配列やマウス操作の差異、システム環境設定の異なる点、WindowsソフトのMacでの使い方など、多くの情報を提供する。,Linked_in
769310,C# 基本講座：ジェネリック,テクノロジー,C#のジェネリックを基礎から応用的な内容まで学べるコース。クラスの継承やメソッド、制約の解説、ジェネリックなコレクションだけでなく非ジェネリックコレクションも。コードを多く紹介しており、ジェネリックを習得するとよりC#らしいコードが記述できる。,Linked_in
5007293,macOS Mojaveの便利ワザ,テクノロジー,Macの使い勝手を向上させるために、macOSやアプリの設定を見直すことができる。このコースでは、Macをより便利にするための設定やテクニックを幅広く紹介している。ファイル操作の効率化方法やPDFの活用法、スクリーンショットなど、今すぐに使える便利なワザをわかりやすく解説している。Macのカスタマイズに興味がある人は、気になるトピックをチェックしてみよう。,Linked_in
769311,C# 基本講座：イベント・ラムダ式・デリゲート,テクノロジー,C#でのイベント、ラムダ式、イベントデリゲートの重要性や実装方法、前提知識、特徴、ラムダ式における実装や機能について学びます。イベントを多観点から理解することで、より高品質なアプリケーション開発を行うことができます。,Linked_in
541772,Animate CC 2015 基本講座,クリエイティブ,Animateは多様なデバイスやプラットフォーム向けインタラクティブなアニメーションを作成できるソフトで、基本的な使い方からトゥイーンアニメーションやグラフィック描画の方法を解説。映像やサウンドの扱い方も紹介し、素晴らしいコンテンツを作成できるようサポートします。,Linked_in
5007296,PowerPoint 2019 基本講座: グラフィック・表・グラフ ,ビジネス,文章で埋めたスライド作成は避け、ビジュアルを豊かにするPowerPointの機能を活用し、情報をわかりやすくビジュアル化するテクニックを学ぶコースがある。SmartArtやグラフ作成、表や画像の編集機能などが解説される。,Linked_in
3148360,ダイバーシティに配慮した採用戦略,ビジネス,ダイバーシティに配慮した採用戦略は、候補者の多様性を認識することで優秀な人材を採用することができます。このコースでは、偏見や固定観念にとらわれることなく最適な人材を獲得する方法について解説します。採用プロセスに潜む排他的な慣習や言動を特定して改善する方法、スキルや能力に基づいて公平に評価する手順、自社に適した方針を作るためのヒントなどが説明されます。,Linked_in
5007295,PowerPoint 2019 基本講座: 基本操作,ビジネス,プレゼンテーションスキルが大学入試や就職活動でも重要視され、特にスライド資料の作成は必須のスキルとなっている。PowerPoint2019の基本的な操作方法を初心者でもわかりやすく解説し、ファイルの作成や保存手順、図形に関する機能、スライドマスターの使い方、PowerPointをカスタマイズする方法を詳しく紹介する。,Linked_in
5007299,PowerPoint 2019 基本講座: スライドショー,ビジネス,PowerPoint 2019でスライド発表をする際の機能を詳しく解説したコース。アニメーションやリハーサル機能、画面切り替えの設定手順などが解説され、理想とするプレゼンテーションを行えるようになる。,Linked_in
3065080,初心者のためのExcel：VLOOKUP関数とXLOOKUP関数,ビジネス,XLOOKUPとVLOOKUP関数の使い方と違い、注意点、エラー対策が初心者向けに解説されるコース。必要な情報を簡単に参照し最新情報を反映させる方法が身につく。,Linked_in
802208,After Effects CC 2019の新機能,クリエイティブ,After Effectsの最新バージョンには、高度なモーショングラフィックスの作成をサポートするための多数の機能強化が加わっています。2018年10月と2019年4月にリリースされたアップデートにより、改良されたパペットツールやVR180に対応するなど、生産性を向上させる新たな機能が追加されました。本コースでは、最新バージョンの詳細について解説しています。,Linked_in
802207,Photoshop CC 2019の新機能,クリエイティブ,Photoshop CC 2019の新機能は、画像編集をより効率的に行って作業の生産性を向上させることができるとされています。塗りつぶしやアンドゥの改良、日本語フォントや左右対称のブラシのオプションなど、さまざまなアップデート内容が解説されます。Photoshopの変更点も含め、ぜひチェックしてみてください。,Linked_in
525028,Maya 2015 基本講座：アニメーション,クリエイティブ,Mayaでアニメーションを作成するための方法、グラフエディターでの編集方法、アニメーションの改善について説明し、モーションパスアニメーションによる車とカメラのアニメーション、自動的なタイヤのアニメーション、歩行サイクルアニメーションの作成方法を紹介します。,Linked_in
3051912,AutoCAD 2023 基本講座：注釈と図面,クリエイティブ,CADソフトの代表格であるAutoCADは、業種を問わず広く使われている。本コースでは基本的な注釈や図面について、文字や寸法関連コマンド、図面尺度やブロック図形などを解説する。ダイナミックブロックや属性定義、異尺度対応オブジェクトなどの便利な機能も紹介し、初めてAutoCADを始める人にもわかりやすい内容になっている。,Linked_in
802206,ビジネスにおける異文化コミュニケーション,ビジネス,異なる言語を話していても効果的に意思疎通を図る異文化コミュニケーションの具体的なスキルを身につけましょう。異文化コミュニケーションの概念から、相手を理解する傾聴のスキル、コンフリクトを解決する方法までを解説します。価値観が異なる人と繋がりを築くために、このコースを受講してみてはいかがでしょうか。,Linked_in
2372069,InDesign 2021の新機能,クリエイティブ,Adobe InDesignがバージョンアップされ、テキスト回り込み機能を使って写真の被写体を選択するAdobe Senseiなどの新機能が加わった。また、色検索機能やHSBによる色指定、オンライン共有時のテキスト注釈ツールの追加なども解説するコースがある。新機能を活用するために参考にしてほしい。,Linked_in
3051914,Inventor 2023 基本講座,クリエイティブ,Inventorは直感的な操作で多くの企業や教育機関で使用されている機械系三次元CADで、このコースではInventor 2023の基本的な操作を学べます。パーツモデリングやアセンブリ、図面作成などの機能がサンプルデータとともに詳しく解説されています。Inventorを始める方にもおすすめ。,Linked_in
4481929,チームのモチベーションを上げる,ビジネス,モチベーションは人が行動を起こす原動力であり、人はモチベーションが高い・低いということを判断します。マネジャーはメンバーのモチベーションを向上させるポイントを学び、一人ひとりがやりがいや働きがいを持って仕事に取り組める職場風土を作ることが重要です。,Linked_in
3069448,信頼される相談相手になる,ビジネス,リーダーに必要なスキルの一つは臨機応変に部下や後輩の悩みに対処することである。このコースでは、守秘義務や準備、相談の受け方、関係者への協力などを解説し、信頼される相談相手となるスキルを身につけることを目的とする。,Linked_in
2488210,従業員として変化と不確実性に適応するには,ビジネス,ビジネスにおいては、変化への適応力が必要不可欠である。このコースでは、変化に対応するための思考法やプロセス、対処方法などについて解説する。自らチャンスを見つける能動性や柔軟性も身につけ、未来を切り開くための適応力を高める。,Linked_in
539431,WordPressプラグインで問い合わせフォームを実装しよう,テクノロジー,無料のブログソフト/CMSであるWordPressの使い方について、人気のプラグインJetpackやContact Form 7、MW WP Formを使ってサイト上に問い合わせフォームを簡単に設置する方法について解説します。管理者への通知メールやサンキューメールの設定方法も詳しく説明し、自分のサイトにもコンタクトフォームを設置できます。,Linked_in
2386470,SharePoint Online 基本講座,テクノロジー,Microsoft SharePointは、企業独自のビジネスプラットフォームを作成・運用できるWebアプリケーションであり、自社ニーズに合わせたカスタマイズが可能である。このコースでは、SharePoint Onlineの基本的な操作方法や組織内での活用方法について解説し、各機能やツールについて詳しく説明する。,Linked_in
3229001,OneNote 基本講座（Office 365/Microsoft 365）,ビジネス,Microsoft 365に含まれるOneNoteは、ノートブックアプリであり、テキスト、音声、画像、オンラインビデオなど様々なタイプのメディアを含めて記録、共有できます。このコースでは、Windows 11でのOneNoteの使用について基本的な機能を学ぶことができます。例えば、文字入力や表や画像の挿入方法、印刷イメージの挿入、ノートブックの作成や共有についての解説が含まれます。このコースを受けることで、ビジネスでOneNoteを使いこなすことができます。,Linked_in
5033547,Windows 10：更新と復元,テクノロジー,クラウド化に伴い、Windows 10の更新管理や復元方法が多様化しています。このコースでは、Windows 10の更新・復元に関する管理方法とポイントを解説し、クライアント管理者の方を対象にしています。サービスチャネルやWindows Update for Businessなどを用いた管理方法やWindows REを使用した回復方法について詳しく説明します。,Linked_in
585362,LinkedIn 入門,ビジネス,LinkedInはビジネス用途に特化したソーシャルメディアで、７億人以上の人々に使われています。このコースでは、LinkedInの機能やサービスを解説し、プロフィールの作り方やスキル登録手順、求人機能の使い方、モバイルアプリの便利な機能などを実際の画面を見せながら紹介します。,Linked_in
540895,デザイナーのためのCreative Cloud活用術,"クリエイティブ, テクノロジー",Illustrator、Photoshop、InDesign、MuseなどCreative Cloudのツールを使った、ロゴデザインやWebサイト構築、名刺デザインなどについて、実践テクニックを解説するコースです。ドイツの人気トレーナーMartin D?rsch氏によるものを日本のユーザー向けに再構成しています。,Linked_in
640068,PowerPoint 2011 for Mac 基本講座,ビジネス,マイクロソフトが提供するMac版スライド作成ソフト、PowerPoint for Macについて、基本操作や機能、スライドショー時の手順などを解説するコースを紹介。PowerPoint 2011 for Macの基本的な機能を身につけて、プレゼンマスターになろう。,Linked_in
3092212,人前で効果的に話す,ビジネス,人前で話すスキルは、ビジネスやコミュニティで重要だ。このコースでは、話す対象を理解することから非言語コミュニケーションに至るまで、準備段階の心構えとTIPSを紹介する。自信を持って話せるようになり、聞き手に行動変容を与える話し手になろう。,Linked_in
4508219,Cisco Certified Network Associate (200-301 CCNA) 試験対策：ネットワークの基礎,テクノロジー,通信手段であるネットワークは、私たちの日常生活を支える重要な役割を果たしている。CCNA資格を取得することで、ネットワークについて正しい理解ができる。本コースでは、試験で問われる基本的な技術や知識を解説し、ルーターや無線LAN、IPアドレス、WANなどについてもわかりやすく説明する。これにより、CCNAの試験に合格するための必要な知識が身につき、日常的に使っているネットワークについても理解できるようになる。,Linked_in
4359112,Photoshop 基本講座：写真,クリエイティブ,Adobe Photoshopの多機能性に intimidated することなく、初心者でも使いやすく基本的な使い方をマスターするためのコース。画像の開き方から始め、カラーモード、解像度、ファイル形式などの基本を説明し、簡単な補正や合成を指導。最後に、写真の保存方法を紹介し、より高度な写真の補正や編集にチャレンジするための準備が整う。,Linked_in
4370153,Microsoft Teamsの便利技,ビジネス,Microsoft Teamsは、共同作業のコミュニケーションツールとして不可欠であるが、ビデオ会議の便利な機能や、各種アプリケーションとの連携方法を知れば、さらに便利に活用できる。このコースでは、効率的なTeamsの操作や、コミュニケーションを促進する方法が紹介され、Excelシートの共同編集や、Webカメラの設定変更などが具体的に解説される。自分に合わせたカスタマイズで、より便利に活用できるようになる。,Linked_in
530617,コンテンツマーケティングの基礎,ビジネス,コンテンツマーケティングに取り組む企業が増えており、ユーザーが楽しめる情報や役に立つ記事を投稿することでファンを育て、親密なユーザー獲得につなげるという。本コースでは、基礎から具体的なノウハウまで、多くの企業の経験を元に紹介し、正しく運用すれば必ず結果が出ると伝えた。自社のコンテンツマーケティングに取り組む際に参考になる。,Linked_in
523097,Premiere Pro エフェクト活用テクニック,クリエイティブ,Premiere Pro CCでできるエフェクトを紹介するコース。基礎エフェクトをマスターし、アニメーション化や合成方法などを解説。更に変形やテキスト、レンジエフェクトなども紹介する。,Linked_in
2817176,Word 2019 入門,ビジネス,このコースはWord 2019初心者向けの基礎知識講座で、文書作成に必要な機能や設定の使い方を学ぶことができます。新規文書の作成や保存、文字や段落の書式設定、表や画像の挿入、印刷など、Wordの基本的な機能を丁寧に解説します。,Linked_in
4406697,データ分析 入門１：基本,"ビジネス, テクノロジー",データ分析は強力な武器であり、需要が高まっている。このコースでは、データアナリストに必要なスキルや役割について説明し、データの特定方法やクリーニング、変換のためのテクニック、データツールについても紹介する。業務においてデータ関連の仕事が増えており、データ分析スキルは必要不可欠である。学習したスキルの活用方法は個人次第である。,Linked_in
530869,WebアプリのためのHTML5 API 講座,テクノロジー,HTML5は、文書構造を超えてWebアプリケーションのプラットフォームとしても進化し、コースではWeb Workers、WebSocket、jQuery Mobileなどに加えて、APIの使い方も解説しています。イギリスのトレーナーによるオリジナルコースの日本語版です。,Linked_in
2817175,Word 入門（Office 365/Microsoft 365）,ビジネス,Microsoft Wordはワープロソフトであり、初めてWordを使う方や基礎知識を学びたい方を対象に使い方を紹介しています。文書作成や保存、文字編集、書式設定、表や画像挿入などWordの基本的な機能やツールについて解説します。,Linked_in
527698,Mac OS X El Capitan 基本講座,テクノロジー,MacのオペレーティングシステムであるOS Xはシンプルでパワフルな操作ができる。初めてのMacを使う人でも理解できるよう、Apple IDの取得方法から標準アプリケーションの基本操作、iCloudやiPhone、iPadとの連係までを解説する。快適なMacライフを送りたい人は、このコースを利用することをお勧めする。,Linked_in
2372070,Illustrator 2021の新機能,クリエイティブ,Adobe Illustratorが2020年10月にアップグレードされ、新しい機能が追加されました。Photoshop Cloud Documentの埋め込みやカラーホイールを使用した再色指定など、主要な新機能が紹介されます。これにより、Illustratorは以前よりも使い勝手がよく、より効率的な作業が可能になりました。,Linked_in
3068121,カスタマーサービス部門を管理する,ビジネス,優れたカスタマーサービスチームを構築するためには、カスタマーサービスの定義とSMARTモデルに基づく明確な目標設定を行い、顧客の声を把握して改善に繋げるプロセスを理解する必要があります。さらに、従業員の意欲を高める手法や、最適化のテクニック、問題に対する具体的な対処法を学ぶことが大切です。,Linked_in
528548,Excel 2016 入門,ビジネス,Excelは高機能な表計算ソフトであり、初めて使用する人も多い。本コースではExcel 2016の基礎的な機能を学び、表やグラフを作成したり、データを管理する方法を解説する。データの入力やグラフの作成、四則演算や基本的な関数を使った数式の入力、データの並べ替えや抽出等、覚えておくとすぐに役立つ操作方法についても紹介する。,Linked_in
3068122,一般社員としてリーダーシップを発揮する,ビジネス,コースでは役職に関わりなくリーダーシップを学び、適切なマインドセットや言葉遣い、対処方法を身に付けます。チームや組織内の良好な関係性の築き方や役割の活かし方、影響力を持続させるポイントも紹介。肩書きを待つのではなく、信頼を得るための第一歩を踏み出そう。,Linked_in
3067036,説得力のあるセールストークをする,ビジネス,営業担当者向けのこのコースでは、社会心理学や行動経済学に基づいた法則を用いた実用的なテクニックが紹介されます。８つの心理学に基づいた法則を学び、セールスサイクルの各段階での活用方法や見込み客の見極め方、反論処理、交渉術、クロージング手法、見込み客の紹介依頼のコツ、プロセスの改善などを学んで、成約につなげる方法を学びます。,Linked_in
521911,Audition エフェクト完全ガイド,クリエイティブ,高性能なエフェクトが多数搭載されたAuditionにおいて、エフェクトの名前や使い方が分からない方に向けて、コースでは全てのエフェクトを解説していく。基本的な知識を学ぶことで、Auditionを今まで以上に有用なツールとして活用できるようになる。,Linked_in
5901172,営業担当者のための共感力,ビジネス,ビジネスとマーケットの発展に伴い、営業の環境は変化し、高い対人スキルが求められるようになっています。顧客と良好な関係を築き、成約に繋げるためには、共感力が重要であり、このコースでは共感力の高め方について解説します。共感が営業において重要である理由や、営業成績を向上させるためのステップ、顧客と長期的な関係を築く方法などを説明し、共感の習慣を取り入れるコツや共感を妨げる要因を取り除く方法も紹介します。,Linked_in
5901173,コンテンツ制作のための生成AIスキル：その可能性、問題点、倫理,クリエイティブ,ビジネスやクリエイティブで利用されている生成AIは、テキストや画像、映像、音声のコンテンツを簡単に作成できる技術である。このコースでは、生成AIを活用するための仕組みや可能性、そして問題点について具体例を使って説明する。生成AIによってどのようなコンテンツが作成できるのか、それらをどのように活用できるのか、そしてディープフェイクや著作権問題にも触れ、生成AIの適切な利用方法を明確にする。,Linked_in
574487,新着コースの紹介,ビジネス,このシリーズではクリエイティブ・ビジネス・テクノロジーの最新コースを紹介し、自分に合ったコースを見つけやすくします。コンテンツマネージャーが厳選したお勧めコースを提供し、スキルアップに必要なコースをチェックしましょう。毎月最新のコースをピックアップします。,Linked_in
643342,Acrobat DC 2017の新機能,ビジネス,Acrobat DCは2015年にリリースされ、アップデートにより、便利な機能が追加され、効率的なドキュメントワークフローが実現できるようになった。このコースでは、2017年までにアップデートされた機能のうち、実務で便利な機能をピックアップして解説し、文書比較機能やライブラリ管理が可能になったプリフライト機能、注釈機能の拡張、Office 2016 for Mac・Office 365からのPDF作成などを紹介する。,Linked_in
541515,Painter Essentialsで絵を描こう,クリエイティブ,このコースでは、初心者でも気軽に始められるペイントソフト、Painter Essentials 5の基本的な使い方と活用方法を紹介します。素材の写真を木版画や日本画のようなタッチに変えたり、ゴッホのタッチにしてみたりできます。また、紙やキャンバスの素材感も表現できます。絵を描く楽しさを見つけましょう。,Linked_in
643343,Excel for Mac 2011 基本講座,ビジネス,Excel for MacはWindows版との互換性があるMac用のExcelで、数式やグラフ、データベースとしての機能、さらにはVLOOKUP関数やピボットテーブルなどが使えます。このコースではExcel for Mac 2011の基本的な使い方を解説します。,Linked_in
2878114,macOS Monterey 基本講座,テクノロジー,macOS Montereyは各種Apple製品とスムーズに連携するMac用OS。初心者には基本的な操作方法を紹介することでビジネスに役立つコンピュータスキルを身につけることもできる。「Apple ID」取得から、トラックパッドによるジェスチャー操作、複数のデバイスとのデータ共有など、使い方や機能について詳しく解説する。,Linked_in
2878115,有意義なミーティングを行うには,ビジネス,グループミーティングをより生産的なものにするための指南書を提供します。準備プロセスから開催中の問題解決やアイデア出し、ミーティング後のフォローアップなど、具体的な戦略を提示しています。全員に発言の機会を与え、参加者の熱意を維持することができます。高品質なミーティングを実現するための秘訣を学んでください。,Linked_in
